tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_macro,f1_weighted,matthew
71,21,8,0,0.1,0.25,0.71,0.44936708860759494,0.8268354430379747,0.71,0.3858695652173913,0.71,0.4152046783625731,0.7639766081871344,-0.15203626135267193
72,19,6,3,0.1,0.25,0.75,0.5297202797202798,0.8522727272727273,0.75,0.5622710622710623,0.75,0.522809696506967,0.7928039702233249,0.08603983703320056
71,17,12,0,0.1,0.25,0.71,0.42771084337349397,0.7527710843373494,0.71,0.4034090909090909,0.71,0.4152046783625731,0.7307602339181287,-0.1671224144867388
72,12,11,5,0.1,0.25,0.77,0.5807937632884479,0.7757335223245925,0.77,0.5848214285714286,0.77,0.5826528760660498,0.7727962257303573,0.1655662093760438
69,21,8,2,0.1,0.25,0.71,0.4915302089215132,0.8151891586674195,0.71,0.4833333333333334,0.71,0.4737797133006714,0.7558337869715116,-0.023762422826087874
74,17,6,3,0.1,0.25,0.77,0.5375,0.85525,0.77,0.5732600732600732,0.77,0.5361968138737648,0.8062230288364589,0.10482848367219184
69,17,12,2,0.1,0.25,0.71,0.47855750487329435,0.7473294346978558,0.71,0.47259136212624586,0.71,0.4737797133006714,0.7276283796044276,-0.04848544458031146
70,19,8,3,0.1,0.25,0.73,0.5168997668997669,0.8137179487179488,0.73,0.5296220633299284,0.73,0.5100707675557975,0.7661077844311377,0.04474845093926378
75,18,7,0,0.1,0.25,0.75,0.4573170731707317,0.850609756097561,0.75,0.4032258064516129,0.75,0.4285714285714285,0.7971428571428569,-0.12853957868590132
74,17,8,1,0.1,0.25,0.75,0.47899728997289975,0.826219512195122,0.75,0.4621489621489622,0.75,0.46478270177692144,0.7851637764932563,-0.05639057978812222
74,12,5,9,0.1,0.25,0.83,0.6826401446654611,0.8655696202531645,0.83,0.7516611295681064,0.83,0.7056277056277057,0.8433939393939396,0.4287816465801319
74,16,9,1,0.1,0.25,0.75,0.47519489723600283,0.8082919914953933,0.75,0.4611111111111111,0.75,0.46478270177692144,0.7773496039391994,-0.06211740127425024
69,19,10,2,0.1,0.25,0.71,0.4843279083785413,0.7800361663652802,0.71,0.47537878787878785,0.71,0.47377971330067137,0.7417310832879694,-0.039286938908243085
76,17,6,1,0.1,0.25,0.77,0.4911924119241193,0.865840108401084,0.77,0.4800307219662059,0.77,0.47428571428571425,0.8133714285714285,-0.026524040046297097
76,14,7,3,0.1,0.25,0.79,0.5460666194188518,0.8417434443656981,0.79,0.5722222222222222,0.79,0.550417469492614,0.8129736673089275,0.11536088808075046
75,18,5,2,0.1,0.25,0.77,0.51875,0.8788750000000001,0.77,0.5460829493087558,0.77,0.5076000856347677,0.8167287518732604,0.05878963512522154
72,18,1,9,0.1,0.25,0.81,0.6598173515981735,0.9210045662100456,0.81,0.8500000000000001,0.81,0.6849610346542861,0.843740673188526,0.47301616487964016
66,22,11,1,0.1,0.25,0.67,0.45031055900621114,0.7595031055900621,0.67,0.4166666666666667,0.67,0.42857142857142855,0.7108571428571427,-0.1286978904175574
71,19,10,0,0.1,0.25,0.71,0.4382716049382716,0.7888888888888889,0.71,0.39444444444444443,0.71,0.4152046783625731,0.7473684210526315,-0.16144070161261753
70,17,10,3,0.1,0.25,0.73,0.5125,0.78075,0.73,0.517683465959328,0.73,0.5100707675557975,0.7529776810016331,0.02973505167250263
72,18,9,1,0.1,0.25,0.73,0.4707602339181286,0.8052631578947369,0.73,0.45,0.73,0.45553539019963707,0.7647912885662432,-0.07647191129018725
68,19,10,3,0.1,0.25,0.71,0.504079254079254,0.7761888111888112,0.71,0.5061892130857648,0.71,0.49783549783549785,0.7393766233766235,0.010049352760746103
