tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_macro,f1_weighted,matthew
433,104,47,16,0.1,0.25,0.7483333333333333,0.5177083333333333,0.8213645833333333,0.7483333333333333,0.5301498625520972,0.7483333333333333,0.5131937392201428,0.7804747167013233,0.046212717558123374
428,111,52,9,0.1,0.25,0.7283333333333334,0.48333333333333334,0.8086388888888889,0.7283333333333334,0.47080203169196144,0.7283333333333334,0.46974338399145515,0.7647457605676312,-0.04411951065612474
432,118,41,9,0.1,0.25,0.735,0.49209269031645886,0.8431148141366049,0.735,0.48272727272727267,0.735,0.4731348476564442,0.7826681246582833,-0.02337355801967698
424,112,51,13,0.1,0.25,0.7283333333333334,0.4983157894736842,0.8085108771929825,0.7283333333333334,0.49708488805970147,0.7283333333333334,0.48816981457931014,0.7639780404963393,-0.004431551518481802
427,110,51,12,0.1,0.25,0.7316666666666667,0.49583304753412444,0.8098362370532958,0.7316666666666667,0.4928172386272945,0.7316666666666667,0.48555452003727867,0.7666561043802423,-0.010941704659474416
442,98,49,11,0.1,0.25,0.755,0.5005605485902203,0.8202750425082681,0.755,0.5009259259259259,0.755,0.4937987476971286,0.784695734020512,0.0014408698378773838
440,98,43,19,0.1,0.25,0.765,0.5366831236396454,0.8336198262285218,0.765,0.5621477395371147,0.765,0.5370953003682445,0.7947737731110369,0.09549394144896227
432,107,46,15,0.1,0.25,0.745,0.5133582550243501,0.8243828451882845,0.745,0.5236929346999605,0.745,0.506745974176701,0.7798525073746312,0.035580683748199414
433,112,49,6,0.1,0.25,0.7316666666666667,0.4745938532948871,0.8206534097568982,0.7316666666666667,0.4517931609674729,0.7316666666666667,0.45629843925007463,0.7722947657937049,-0.0699928574827502
433,101,50,16,0.1,0.25,0.7483333333333333,0.5166162340075383,0.8129102298667515,0.7483333333333333,0.526642832822608,0.7483333333333333,0.5131937392201428,0.7770914131889034,0.0420810429910752
432,116,39,13,0.1,0.25,0.7416666666666667,0.5089863230138745,0.8464408564986258,0.7416666666666667,0.5191605839416058,0.7416666666666667,0.49576824858083157,0.7868556361001017,0.026243718976831504
433,107,40,20,0.1,0.25,0.755,0.5364568593830634,0.8396380949210102,0.755,0.5675925925925925,0.755,0.5343951095649604,0.7907882025645222,0.09928169304529087
426,97,62,15,0.1,0.25,0.735,0.5034396955503513,0.778109631147541,0.735,0.5046683717811825,0.735,0.5007300645282841,0.7549499945048905,0.008014431394208555
431,103,46,20,0.1,0.25,0.7516666666666667,0.5330827836580252,0.822058086618602,0.7516666666666667,0.5550732039496085,0.7516666666666667,0.5321306894007191,0.7821132620539148,0.08536919565321435
432,112,41,15,0.1,0.25,0.745,0.5157147375605533,0.8390997319838192,0.745,0.5309873949579832,0.745,0.506745974176701,0.7855660331737511,0.04413428506047968
424,117,48,11,0.1,0.25,0.725,0.4921212923728814,0.8184222722457628,0.725,0.48508725210689563,0.725,0.47738226583822085,0.7663695488066896,-0.02167885426554635
431,117,44,8,0.1,0.25,0.7316666666666667,0.48568421052631583,0.8342764912280701,0.7316666666666667,0.47017125210555866,0.7316666666666667,0.4665076130357705,0.7774269761585234,-0.04132902491568961
433,116,43,8,0.1,0.25,0.735,0.4870899972892383,0.8378263079425319,0.735,0.47278474231222545,0.735,0.4681533101045296,0.7808348432055748,-0.03748861429945089
435,115,46,4,0.1,0.25,0.7316666666666667,0.4689896748720278,0.8318031994502584,0.7316666666666667,0.4354545454545454,0.7316666666666667,0.44558910462066476,0.7774656267157947,-0.08947794210837207
421,110,45,24,0.1,0.25,0.7416666666666667,0.541268977003395,0.8201356415348151,0.7416666666666667,0.5703348890526487,0.7416666666666667,0.5404934013864253,0.7746043549367314,0.10775247410338393
429,131,38,2,0.1,0.25,0.7183333333333334,0.4668335721530808,0.8583900865654501,0.7183333333333334,0.40803571428571433,0.7183333333333334,0.42928221262896027,0.7812882612619204,-0.1104559069789628
432,117,48,3,0.1,0.25,0.725,0.4625,0.825625,0.725,0.422854387656702,0.725,0.4373689325354202,0.7712623395222752,-0.10757249579467186
433,105,44,18,0.1,0.25,0.7516666666666667,0.5270491384159124,0.8290772272502598,0.7516666666666667,0.5475776471999041,0.7516666666666667,0.5238982825189722,0.7851458749389784,0.07174773486636787
425,111,40,24,0.1,0.25,0.7483333333333333,0.5458781362007168,0.8354504181600956,0.7483333333333333,0.583955223880597,0.7483333333333333,0.5451784396508015,0.784303401790839,0.12412427959034775
437,103,46,14,0.1,0.25,0.7516666666666667,0.5122100122100122,0.8262515262515262,0.7516666666666667,0.5212962962962963,0.7516666666666667,0.5062710207598125,0.7847341650512782,0.03225076977722024
432,109,42,17,0.1,0.25,0.7483333333333333,0.523156519991963,0.8350393476659299,0.7483333333333333,0.5433284250759736,0.7483333333333333,0.5175076554386899,0.7855991656681313,0.0633509444757394
433,108,47,12,0.1,0.25,0.7416666666666667,0.5010416666666667,0.8232118055555555,0.7416666666666667,0.5018797581377863,0.7416666666666667,0.49113313161048167,0.7779672501308647,0.002798629231268312
436,109,38,17,0.1,0.25,0.755,0.5273759292746635,0.8478810863304534,0.755,0.5545454545454546,0.755,0.521793113170208,0.7945171574341653,0.07728473344434161
436,117,38,9,0.1,0.25,0.7416666666666667,0.4956298975286317,0.8533730158730158,0.7416666666666667,0.48995806240621753,0.7416666666666667,0.47656060921591026,0.7907143915814435,-0.013249044689473265
431,111,44,14,0.1,0.25,0.7416666666666667,0.5096842105263159,0.8304828070175438,0.7416666666666667,0.518291131187174,0.7416666666666667,0.5002982091332592,0.7804476898195164,0.02661842708959738
441,97,46,16,0.1,0.25,0.7616666666666667,0.5235685340989624,0.8266025210033133,0.7616666666666667,0.5388835591797578,0.7616666666666667,0.5216724738675957,0.7904659698025551,0.06054513986827162
434,126,39,1,0.1,0.25,0.725,0.4627107922291954,0.8569026651795375,0.725,0.4,0.725,0.42612355154164083,0.7850513880274301,-0.12212977977676788
437,110,43,10,0.1,0.25,0.745,0.496875,0.8373576388888889,0.745,0.49379117657203964,0.745,0.4833146658711889,0.7860606964558087,-0.00880967041662201
429,112,47,12,0.1,0.25,0.735,0.4990173488750339,0.8221526836541068,0.735,0.49818290046680663,0.735,0.48740267904637563,0.7735943066234667,-0.002672508110721383
421,119,54,6,0.1,0.25,0.7116666666666667,0.4671578947368421,0.8024842105263158,0.7116666666666667,0.4398148148148148,0.7116666666666667,0.4472107575555851,0.7530874717081613,-0.08891812384738002
437,103,46,14,0.1,0.25,0.7516666666666667,0.5122100122100122,0.8262515262515262,0.7516666666666667,0.5212962962962963,0.7516666666666667,0.5062710207598125,0.7847341650512782,0.03225076977722024
