tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_macro,f1_weighted,matthew
861,213,101,25,0.1,0.25,0.7383333333333333,0.5000262059085588,0.8120637152990094,0.7383333333333333,0.5000443380331648,0.7383333333333333,0.491569334398411,0.7713926250566722,6.817384961397661e-05
856,226,96,22,0.1,0.25,0.7316666666666667,0.49393467064245056,0.8194654151983375,0.7316666666666667,0.48878410977787523,0.7316666666666667,0.4809549140029337,0.7707464362665291,-0.0164958259247975
869,219,89,23,0.1,0.25,0.7433333333333333,0.5010697216998222,0.8313061532002507,0.7433333333333333,0.5020351890756303,0.7433333333333333,0.4897029342081283,0.7823072717331876,0.0029509902862889566
872,202,92,34,0.1,0.25,0.755,0.5243160559814333,0.8247121808847317,0.755,0.5408796665779906,0.755,0.521793113170208,0.7856118825194237,0.06305655433062442
866,220,92,22,0.1,0.25,0.74,0.4974378439931676,0.8267261339912697,0.74,0.49520209363186973,0.74,0.4854768134743508,0.7786006728380132,-0.007012270565608395
865,217,85,33,0.1,0.25,0.7483333333333333,0.5212631578947369,0.8339712280701755,0.7483333333333333,0.5395532441492528,0.7483333333333333,0.5153628894214309,0.7852949903001254,0.05800092673723889
857,203,105,35,0.1,0.25,0.7433333333333333,0.5189556071909013,0.80407647466471,0.7433333333333333,0.5292452830188679,0.7433333333333333,0.5164303769645016,0.7703850239953108,0.04708979070212128
856,230,88,26,0.1,0.25,0.735,0.5041710805084746,0.830284030720339,0.735,0.508141901715615,0.735,0.49194514711756093,0.7765828784449474,0.011655132354103485
864,232,88,16,0.1,0.25,0.7333333333333333,0.4860395771211711,0.8344989608746725,0.7333333333333333,0.4710836608646828,0.7333333333333333,0.46732954545454547,0.7785037878787879,-0.04018379386950216
856,216,100,28,0.1,0.25,0.7366666666666667,0.5050757939502023,0.8121288611473124,0.7366666666666667,0.5086287313432836,0.7366666666666667,0.4973595469873385,0.7701927848826111,0.013235960463851525
859,227,85,29,0.1,0.25,0.74,0.511619438559322,0.8342733712923729,0.74,0.5226810119220704,0.74,0.5015310877379844,0.7807982958327787,0.03246786870071685
859,209,91,41,0.1,0.25,0.75,0.5341052631578947,0.8227873684210526,0.75,0.5574565883554647,0.75,0.5329988221192513,0.7813033483984453,0.0885341079136839
868,208,94,30,0.1,0.25,0.7483333333333333,0.5141686612274847,0.8220757991346228,0.7483333333333333,0.5243134668425471,0.7483333333333333,0.5087806808755198,0.7809216416629164,0.03712084454630486
869,215,85,31,0.1,0.25,0.75,0.5184588638339214,0.8350292307954525,0.75,0.5344509479577554,0.75,0.5120337889491918,0.7869159993276911,0.050435120989315324
867,229,83,21,0.1,0.25,0.74,0.4983157894736842,0.8408168421052632,0.74,0.49649073554183043,0.74,0.48307569958745467,0.7843391818678861,-0.0048622382253752485
873,223,85,19,0.1,0.25,0.7433333333333333,0.49489294156213876,0.8391008586529558,0.7433333333333333,0.48961257720381807,0.7433333333333333,0.4799376375435496,0.7858961038473734,-0.01456697295101122
867,223,89,21,0.1,0.25,0.74,0.4964846697304342,0.8316602647643871,0.74,0.49316096747289406,0.74,0.4830756995874546,0.7806948655499775,-0.009806417910140405
858,224,98,20,0.1,0.25,0.7316666666666667,0.489728376431854,0.8172965109632577,0.7316666666666667,0.48123374792443374,0.7316666666666667,0.47624960013879936,0.7700706647364893,-0.027767598175222476
876,230,82,12,0.1,0.25,0.74,0.4819958936489588,0.8466609154747322,0.74,0.4598514870532107,0.74,0.46013289036544847,0.787940199335548,-0.05377129706191402
855,219,93,33,0.1,0.25,0.74,0.5164255575647981,0.8209493670886077,0.74,0.5289970736898111,0.74,0.5101502519900146,0.7752324431256183,0.04364828074976993
874,210,90,26,0.1,0.25,0.75,0.5084042478374007,0.8296469512623954,0.75,0.515205496882555,0.75,0.5006214488636364,0.7852894176136364,0.022608915435448525
887,211,77,25,0.1,0.25,0.76,0.5130283423588157,0.8509181377030733,0.76,0.5264652309011036,0.76,0.5041293854992281,0.7997757103748301,0.03713747911663825
864,208,90,38,0.1,0.25,0.7516666666666667,0.5300659610369689,0.8255335685432327,0.7516666666666667,0.5514225746268657,0.7516666666666667,0.5280603491508782,0.7836104263117794,0.07864017103623228
888,212,70,30,0.1,0.25,0.765,0.5254490243102883,0.8600174261115616,0.765,0.5536363636363636,0.765,0.5192061787120863,0.8056791638961349,0.07389162664598153
884,200,82,34,0.1,0.25,0.765,0.530206508467378,0.8406984480897525,0.765,0.5543008016287059,0.7649999999999999,0.5283623693379791,0.7978508710801393,0.08099969442369324
