tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_macro,f1_weighted,matthew
861,215,99,25,0.1,0.25,0.7383333333333333,0.5005208333333333,0.8149618055555555,0.7383333333333333,0.5008993884158772,0.7383333333333333,0.49156933439841094,0.7725733140467913,0.0013688410668922966
856,230,92,22,0.1,0.25,0.7316666666666667,0.4951275868997388,0.8254666465742414,0.7316666666666667,0.49059804206649216,0.7316666666666667,0.4809549140029338,0.7731513451649822,-0.013536649955336535
869,208,100,23,0.1,0.25,0.7433333333333333,0.4981839625802474,0.8150843686756999,0.7433333333333333,0.4969314038544285,0.7433333333333333,0.48970293420812827,0.7757116821578275,-0.004721307203081104
872,205,89,34,0.1,0.25,0.755,0.5248237757914307,0.8289624432359947,0.755,0.5430396086690672,0.755,0.521793113170208,0.7872816215659378,0.06537294840381117
866,213,99,22,0.1,0.25,0.74,0.4955131738507331,0.8163602689890861,0.74,0.49220658859213073,0.74,0.4854768134743508,0.7743787242463555,-0.011826695581915115
865,223,79,33,0.1,0.25,0.7483333333333333,0.5226099046610169,0.8428222104519774,0.7483333333333333,0.5448398109243697,0.7483333333333333,0.515362889421431,0.7886551409334702,0.06368120130833044
857,200,108,35,0.1,0.25,0.7433333333333333,0.5185095358835851,0.800001249402859,0.7433333333333333,0.5277702430020311,0.7433333333333333,0.5164303769645016,0.7687287980364143,0.04534376734864323
856,229,89,26,0.1,0.25,0.735,0.5038904450669157,0.8287835875090778,0.735,0.5075135243438189,0.735,0.49194514711756093,0.7759972041006524,0.010813131594235007
864,233,87,16,0.1,0.25,0.7333333333333333,0.48638718913508927,0.836051672515509,0.7333333333333333,0.4714711791204609,0.7333333333333333,0.4673295454545454,0.7791311553030302,-0.03941357344022905
856,225,91,28,0.1,0.25,0.7366666666666667,0.5072895058662471,0.8252445904339757,0.7366666666666667,0.5135767535506339,0.7366666666666667,0.4973595469873386,0.7753951135712923,0.019896514735192872
859,233,79,29,0.1,0.25,0.74,0.5132326372499553,0.8433200410162927,0.74,0.5275742775742776,0.74,0.5015310877379843,0.784246039142591,0.03820368634412082
859,217,83,41,0.1,0.25,0.75,0.5354021626425715,0.8340821935844895,0.75,0.5644861494183955,0.75,0.5329988221192513,0.7855478702151838,0.09556043427911372
868,211,91,30,0.1,0.25,0.7483333333333333,0.5147954084259624,0.8263961494583598,0.7483333333333333,0.5261912238911144,0.7483333333333333,0.5087806808755198,0.7826368157855261,0.0393705399833358
869,216,84,31,0.1,0.25,0.75,0.5186816828171,0.8364986341873734,0.75,0.5352434381887397,0.75,0.5120337889491918,0.7874839377788861,0.051318875031555675
867,230,82,21,0.1,0.25,0.74,0.4986292973522139,0.8423577764810095,0.74,0.4971103893230434,0.7399999999999999,0.4830756995874546,0.7849465679208708,-0.0039803502388485075
873,222,86,19,0.1,0.25,0.7433333333333333,0.4945807138314029,0.8375683089663766,0.7433333333333333,0.48910632746249183,0.7433333333333333,0.47993763754354957,0.7852792521007931,-0.01536696832921111
867,224,88,21,0.1,0.25,0.74,0.4967838444278235,0.8331757666417352,0.74,0.49367216340534315,0.74,0.48307569958745467,0.7813022516029624,-0.009022484563295886
