tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,recall_micro,recall_macro,f1_weighted,f1_macro,matthew
505,126,56,14,0.1,0.25,0.7403708987161198,0.5000891265597148,0.7403708987161198,0.5001584786053883,0.7760190778912834,0.490324384787472,0.00023769436582851778
501,134,56,10,0.1,0.25,0.7289586305278174,0.4844529224017554,0.7289586305278174,0.4702457647339537,0.770426920588722,0.46792106104186637,-0.043015876350838034
499,136,52,14,0.1,0.25,0.7318116975748931,0.4994797338173019,0.7318116975748931,0.49897399188737773,0.7744620295372893,0.4855568046967709,-0.0014612286941766564
495,132,52,22,0.1,0.25,0.7375178316690443,0.5238965787411857,0.7375178316690443,0.5433854907539118,0.7746241604955311,0.5181266624824412,0.06439766443050049
513,116,58,14,0.1,0.25,0.7517831669044223,0.5030580627778526,0.7517831669044223,0.505012365306483,0.7814196833378059,0.4968069306930693,0.007830230589901005
513,120,50,18,0.1,0.25,0.7574893009985735,0.5208124179473318,0.7574893009985735,0.5375662113186507,0.7915956900965352,0.5163084066629866,0.05592293592656044
501,124,60,16,0.1,0.25,0.7375178316690443,0.5036669213139802,0.7375178316690443,0.5060631578947368,0.7693219292620773,0.49650240459683964,0.009430402518288913
509,134,50,8,0.1,0.25,0.7375178316690443,0.48344629494318325,0.7375178316690443,0.4647664503673513,0.7834674971101421,0.4634608985024958,-0.04830096432675358
507,124,50,20,0.1,0.25,0.7517831669044223,0.5245611410333134,0.7517831669044223,0.5446004075164139,0.7869685024683892,0.5202256206929103,0.06619477016060683
503,124,52,22,0.1,0.25,0.7489300998573466,0.5284956189065778,0.7489300998573466,0.5497650760808656,0.782367466346119,0.5255499153976312,0.07531498238351239
499,122,60,20,0.1,0.25,0.7403708987161198,0.516755272241679,0.7403708987161198,0.5267713365539453,0.7698046483341099,0.5129714460222935,0.04235851896537303
501,120,58,22,0.1,0.25,0.746077032810271,0.5255864345284588,0.746077032810271,0.5408816425120773,0.7748638868322613,0.5236753702855397,0.06468432482606964
503,134,46,18,0.1,0.25,0.7432239657631954,0.5173161729460263,0.7432239657631954,0.5354444662480377,0.7860039339929548,0.5074480044969084,0.04954846143042632
498,143,57,3,0.1,0.25,0.7146932952924394,0.4589226212513884,0.7146932952924394,0.41345553822152886,0.7639899249130229,0.4309510666623373,-0.11924797080150255
504,131,45,21,0.1,0.25,0.7489300998573466,0.528095340811044,0.7489300998573466,0.5559413027916965,0.789334813749477,0.5220059509050334,0.07928909048151632
503,132,60,6,0.1,0.25,0.7261055634807418,0.4684531624063634,0.7261055634807418,0.4415175375805297,0.7662093251276252,0.4492782087793381,-0.08590545370401076
497,130,54,20,0.1,0.25,0.7375178316690443,0.5176648517846341,0.7375178316690443,0.5314668735721367,0.7735788899334064,0.5111872422992966,0.047153267448931335
502,139,55,5,0.1,0.25,0.7232524964336662,0.4679894773588669,0.7232524964336662,0.43324232969318777,0.7705275904583778,0.4435415234541229,-0.09245426797775233
499,122,50,30,0.1,0.25,0.7546362339514978,0.553146869907008,0.7546362339514978,0.5892713365539453,0.7851602674466565,0.5558060713233127,0.13776054747651453
498,119,57,27,0.1,0.25,0.7489300998573466,0.5411144020733062,0.7489300998573466,0.5642799259087752,0.7761290285706787,0.5423059801157443,0.10281693866393249
501,134,50,16,0.1,0.25,0.7375178316690443,0.5079612825166364,0.7375178316690443,0.5157003101884992,0.7792607097599004,0.49650240459683964,0.022360197227168373
516,119,43,23,0.1,0.25,0.7689015691868759,0.5425243770314193,0.7689015691868759,0.5805416368408495,0.8037665833832832,0.5427377270970237,0.11704670745899572
500,127,55,19,0.1,0.25,0.7403708987161198,0.5155189436011354,0.7403708987161198,0.5271024613129877,0.7749481754261004,0.5093754806952776,0.04101714610102505
510,127,45,19,0.1,0.25,0.7546362339514978,0.5245279526101444,0.7546362339514978,0.5487514717425432,0.7941010627651953,0.518328539469479,0.06915992448162137
505,138,50,8,0.1,0.25,0.7318116975748931,0.48235221522892757,0.7318116975748931,0.46165603046066395,0.7798062456569271,0.46075157942976863,-0.05202638260339694
509,124,52,16,0.1,0.25,0.7489300998573466,0.5107970460911637,0.7489300998573466,0.5197007713037822,0.7848145589132981,0.5032212343770133,0.02916917110912904
511,118,52,20,0.1,0.25,0.7574893009985735,0.5262825958246454,0.7574893009985735,0.5450892068539128,0.7888843222187726,0.5239293704058805,0.06884944153136523
511,138,48,4,0.1,0.25,0.7346647646219686,0.47115069666658266,0.7346647646219686,0.4321441270593813,0.7863274207559021,0.44363180173414346,-0.088489426745069
499,138,52,12,0.1,0.25,0.7289586305278174,0.49281306715063516,0.7289586305278174,0.485429748822606,0.7736097941745415,0.47610843638881023,-0.020466110212769718
492,135,63,11,0.1,0.25,0.717546362339515,0.4809144761199556,0.717546362339515,0.46666882193197984,0.7551633996393838,0.46624365482233504,-0.05044375065227454
512,123,53,13,0.1,0.25,0.7489300998573466,0.5008914627798022,0.7489300998573466,0.5016344547840611,0.7851094381906094,0.491023102310231,0.0024141711664752152
512,139,45,5,0.1,0.25,0.7375178316690443,0.47696613804109317,0.7375178316690443,0.4432411674347158,0.790896403980425,0.44961425547893774,-0.07231528508572616
500,127,59,15,0.1,0.25,0.7346647646219686,0.5000440928216886,0.7346647646219686,0.5000754342859606,0.7688239210720945,0.49102960464680523,0.00011534488319938376
499,130,54,18,0.1,0.25,0.7375178316690443,0.5119862176824203,0.7375178316690443,0.5216613672496025,0.7744171477185228,0.5039840024611598,0.03222656439353001
519,132,32,18,0.1,0.25,0.7660485021398002,0.530961887477314,0.7660485021398002,0.5786175115207373,0.8148046171264725,0.5217803660565723,0.09867414140394644
501,128,54,18,0.1,0.25,0.7403708987161198,0.5129951869677897,0.7403708987161198,0.5232511923688394,0.7763229789684462,0.5057106992313414,0.03476513150023245
523,114,42,22,0.1,0.25,0.7774607703281027,0.5437142113482561,0.7774607703281027,0.5823930533751962,0.8108527632262921,0.545108153078203,0.12002911894821981
511,130,52,8,0.1,0.25,0.7403708987161198,0.4828043349550802,0.7403708987161198,0.46526261050442014,0.7831000513712917,0.4648226450552031,-0.04888077390143927
498,123,59,21,0.1,0.25,0.7403708987161198,0.519954368641532,0.7403708987161198,0.5322161835748792,0.770408027339067,0.5165004244482174,0.05070911568057202
522,125,29,25,0.1,0.25,0.7803138373751783,0.5570175438596491,0.7803138373751783,0.6348817906004923,0.823202582469762,0.5582752299584274,0.175392456068459
