tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,recall_micro,recall_macro,f1_weighted,f1_macro,matthew
505,123,59,14,0.1,0.25,0.7403708987161198,0.4987899259719418,0.7403708987161198,0.4979604746531716,0.7729635196762695,0.49032438478747203,-0.003141959039684243
501,133,57,10,0.1,0.25,0.7289586305278174,0.48388976614783064,0.7289586305278174,0.469737275766279,0.7693636310999808,0.46792106104186637,-0.044160596210149027
499,134,54,14,0.1,0.25,0.7318116975748931,0.4984727041689067,0.7318116975748931,0.4970959947960226,0.7724310613486038,0.485556804696771,-0.004212018538187037
495,129,55,22,0.1,0.25,0.7375178316690443,0.5228476821192053,0.7375178316690443,0.5394917582417582,0.7718411858335444,0.5181266624824412,0.060076455908656866
513,113,61,14,0.1,0.25,0.7517831669044223,0.5019822217344783,0.7517831669044223,0.5030777422790202,0.7783538368102145,0.4968069306930693,0.004939946412096683
513,119,51,18,0.1,0.25,0.7574893009985735,0.5204806646994875,0.7574893009985735,0.5362892129884425,0.7906212218365936,0.5163084066629866,0.05452438732987569
501,126,58,16,0.1,0.25,0.7375178316690443,0.5044596739650785,0.7375178316690443,0.5076296392085866,0.7713096853616418,0.49650240459683964,0.011666311043594814
509,128,56,8,0.1,0.25,0.7375178316690443,0.47985424258198855,0.7375178316690443,0.46202904238618525,0.7769032591899852,0.4634608985024958,-0.05531559277518436
507,124,50,20,0.1,0.25,0.7517831669044223,0.5245611410333134,0.7517831669044223,0.5446004075164139,0.7869685024683892,0.5202256206929103,0.06619477016060683
503,131,45,22,0.1,0.25,0.7489300998573466,0.5308370306760174,0.7489300998573466,0.5608668016384952,0.7888691764967137,0.5255499153976312,0.08664759498745112
499,114,68,20,0.1,0.25,0.7403708987161198,0.5146621390402485,0.7403708987161198,0.5206510455286965,0.7622088419810804,0.5129714460222935,0.034801637942387074
501,120,58,22,0.1,0.25,0.746077032810271,0.5255864345284588,0.746077032810271,0.5408816425120773,0.7748638868322613,0.5236753702855397,0.06468432482606964
