tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,recall_micro,recall_macro,f1_weighted,f1_macro,matthew
51,17,7,0,0.1,0.25,0.68,0.4396551724137931,0.68,0.375,0.7339682539682539,0.4047619047619047,-0.17370208344491278
55,12,6,2,0.1,0.25,0.76,0.522248243559719,0.76,0.5354477611940298,0.7871022727272728,0.5205965909090909,0.056165841031414476
57,12,6,0,0.1,0.25,0.76,0.4523809523809524,0.76,0.41304347826086957,0.7945454545454546,0.4318181818181818,-0.1286978904175574
52,14,6,3,0.1,0.25,0.7333333333333333,0.5365111561866126,0.7333333333333333,0.5606060606060606,0.76575682382134,0.5347394540942928,0.09408075987455004
54,8,6,7,0.1,0.25,0.8133333333333334,0.6833333333333333,0.8133333333333334,0.7047146401985112,0.8184699453551914,0.6926229508196722,0.3874584745219908
55,11,5,4,0.1,0.25,0.7866666666666666,0.5916666666666667,0.7866666666666666,0.6388888888888888,0.8082539682539682,0.6031746031746031,0.22566773346211
56,14,2,3,0.1,0.25,0.7866666666666666,0.5709939148073022,0.7866666666666666,0.7,0.834848484848485,0.5738636363636365,0.23831729237686838
57,14,2,2,0.1,0.25,0.7866666666666666,0.5455508474576272,0.7866666666666666,0.6514084507042254,0.840820512820513,0.5384615384615385,0.16609374752619466
52,15,3,5,0.1,0.25,0.76,0.5977272727272727,0.76,0.7005597014925373,0.799625292740047,0.6048009367681499,0.28000109032546
53,14,6,2,0.1,0.25,0.7333333333333333,0.5116525423728814,0.7333333333333333,0.5205223880597014,0.7693121693121693,0.503968253968254,0.030928174628217942
53,13,7,2,0.1,0.25,0.7333333333333333,0.5083333333333333,0.7333333333333333,0.5126262626262625,0.7603174603174604,0.503968253968254,0.020515248496555453
56,13,5,1,0.1,0.25,0.76,0.49473067915690866,0.76,0.4891304347826087,0.8006153846153846,0.4807692307692308,-0.015136079618625242
54,14,6,1,0.1,0.25,0.7333333333333333,0.48333333333333334,0.7333333333333333,0.4684873949579832,0.7734848484848484,0.46732954545454547,-0.045834924851410566
51,12,8,4,0.1,0.25,0.7333333333333333,0.5572033898305084,0.7333333333333333,0.5714285714285714,0.748009367681499,0.5608899297423888,0.12784297268860562
53,14,6,2,0.1,0.25,0.7333333333333333,0.5116525423728814,0.7333333333333333,0.5205223880597014,0.7693121693121693,0.503968253968254,0.030928174628217942
56,12,4,3,0.1,0.25,0.7866666666666666,0.5666666666666667,0.7866666666666666,0.6260504201680672,0.8187878787878786,0.5738636363636364,0.18333969940564226
54,12,6,3,0.1,0.25,0.76,0.55,0.76,0.5757575757575758,0.7842857142857144,0.5535714285714286,0.12309149097933272
53,14,6,2,0.1,0.25,0.7333333333333333,0.5116525423728814,0.7333333333333333,0.5205223880597014,0.7693121693121693,0.503968253968254,0.030928174628217942
49,16,8,2,0.1,0.25,0.68,0.48538011695906436,0.68,0.4769230769230769,0.7152224824355973,0.4730679156908665,-0.03673591791853225
54,13,7,1,0.1,0.25,0.7333333333333333,0.4783372365339578,0.7333333333333333,0.46548507462686567,0.7634469696969697,0.46732954545454547,-0.05468779258321936
54,14,2,5,0.1,0.25,0.7866666666666666,0.6137218045112782,0.7866666666666666,0.7542016806722689,0.8255748552522746,0.6277915632754343,0.34004866613971674
52,15,5,3,0.1,0.25,0.7333333333333333,0.5394736842105263,0.7333333333333333,0.5755597014925373,0.7738626964433415,0.5347394540942928,0.10922673291384397
56,14,2,3,0.1,0.25,0.7866666666666666,0.5709939148073022,0.7866666666666666,0.7,0.834848484848485,0.5738636363636365,0.23831729237686838
48,16,8,3,0.1,0.25,0.68,0.5075187969924811,0.68,0.5113636363636364,0.712,0.49999999999999994,0.01848684666616339
51,14,8,2,0.1,0.25,0.7066666666666667,0.4947033898305085,0.7066666666666667,0.49230769230769234,0.7334160463192722,0.4882133995037221,-0.012766073029704133
56,15,3,1,0.1,0.25,0.76,0.5058262711864407,0.76,0.5193661971830985,0.820923076923077,0.4807692307692308,0.021244549102187687
54,12,6,3,0.1,0.25,0.76,0.55,0.76,0.5757575757575758,0.7842857142857144,0.5535714285714286,0.12309149097933272
54,13,5,3,0.1,0.25,0.76,0.5513771186440678,0.76,0.5904850746268657,0.7923809523809524,0.5535714285714286,0.13636513358805183
51,14,8,2,0.1,0.25,0.7066666666666667,0.4947033898305085,0.7066666666666667,0.49230769230769234,0.7334160463192722,0.4882133995037221,-0.012766073029704133
52,13,7,3,0.1,0.25,0.7333333333333333,0.5344279661016949,0.7333333333333333,0.55,0.7576509511993382,0.5347394540942928,0.08297947469307686
59,8,2,6,0.1,0.25,0.8666666666666667,0.6978922716627635,0.8666666666666667,0.8152985074626866,0.8817234848484848,0.7336647727272727,0.4995803754899498
