tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,recall_micro,recall_macro,f1_weighted,f1_macro,matthew
51,16,8,0,0.1,0.25,0.68,0.4322033898305085,0.68,0.3805970149253731,0.7231746031746032,0.40476190476190477,-0.17994574329144983
55,10,8,2,0.1,0.25,0.76,0.5198412698412699,0.76,0.5230769230769231,0.7690340909090909,0.5205965909090909,0.04279604925109129
57,12,6,0,0.1,0.25,0.76,0.4523809523809524,0.76,0.41304347826086957,0.7945454545454546,0.4318181818181818,-0.1286978904175574
52,13,7,3,0.1,0.25,0.7333333333333333,0.5344279661016949,0.7333333333333333,0.55,0.7576509511993382,0.5347394540942928,0.08297947469307686
54,9,5,7,0.1,0.25,0.8133333333333334,0.6763771186440678,0.8133333333333334,0.7202380952380952,0.8236065573770492,0.6926229508196722,0.3941824991232007
55,12,4,4,0.1,0.25,0.7866666666666666,0.5911016949152542,0.7866666666666666,0.6604477611940298,0.8154497354497354,0.6031746031746031,0.24180209254788573
56,15,1,3,0.1,0.25,0.7866666666666666,0.5745614035087719,0.7866666666666666,0.7693661971830985,0.8428787878787879,0.5738636363636364,0.28343832993998846
57,14,2,2,0.1,0.25,0.7866666666666666,0.5455508474576272,0.7866666666666666,0.6514084507042254,0.840820512820513,0.5384615384615385,0.16609374752619466
52,11,7,5,0.1,0.25,0.76,0.5969279661016949,0.76,0.621031746031746,0.7732084309133489,0.6048009367681498,0.21662281483347065
53,12,8,2,0.1,0.25,0.7333333333333333,0.5058548009367682,0.7333333333333333,0.5076923076923077,0.7513227513227512,0.503968253968254,0.013421911977483972
53,12,8,2,0.1,0.25,0.7333333333333333,0.5058548009367682,0.7333333333333333,0.5076923076923077,0.7513227513227512,0.503968253968254,0.013421911977483972
56,15,3,1,0.1,0.25,0.76,0.5058262711864407,0.76,0.5193661971830985,0.820923076923077,0.4807692307692308,0.021244549102187687
54,15,5,1,0.1,0.25,0.7333333333333333,0.4888771186440678,0.7333333333333333,0.4746376811594203,0.7835227272727272,0.4673295454545454,-0.033591788483204765
51,14,6,4,0.1,0.25,0.7333333333333333,0.5584795321637427,0.7333333333333333,0.5923076923076923,0.7626854020296643,0.5608899297423888,0.146943671674129
53,12,8,2,0.1,0.25,0.7333333333333333,0.5058548009367682,0.7333333333333333,0.5076923076923077,0.7513227513227512,0.503968253968254,0.013421911977483972
56,13,3,3,0.1,0.25,0.7866666666666666,0.5683262711864407,0.7866666666666666,0.6557971014492754,0.8268181818181817,0.5738636363636362,0.2063495578254007
54,12,6,3,0.1,0.25,0.76,0.55,0.76,0.5757575757575758,0.7842857142857144,0.5535714285714286,0.12309149097933272
53,14,6,2,0.1,0.25,0.7333333333333333,0.5116525423728814,0.7333333333333333,0.5205223880597014,0.7693121693121693,0.503968253968254,0.030928174628217942
49,16,8,2,0.1,0.25,0.68,0.48538011695906436,0.68,0.4769230769230769,0.7152224824355973,0.4730679156908665,-0.03673591791853225
54,13,7,1,0.1,0.25,0.7333333333333333,0.4783372365339578,0.7333333333333333,0.46548507462686567,0.7634469696969697,0.46732954545454547,-0.05468779258321936
54,11,5,5,0.1,0.25,0.7866666666666666,0.6138771186440678,0.7866666666666666,0.6653846153846155,0.8061207609594708,0.6277915632754343,0.27447057013863885
52,13,7,3,0.1,0.25,0.7333333333333333,0.5344279661016949,0.7333333333333333,0.55,0.7576509511993382,0.5347394540942928,0.08297947469307686
56,14,2,3,0.1,0.25,0.7866666666666666,0.5709939148073022,0.7866666666666666,0.7,0.834848484848485,0.5738636363636365,0.23831729237686838
48,15,9,3,0.1,0.25,0.68,0.5043859649122807,0.68,0.5059523809523809,0.7040000000000001,0.5,0.010218988991416097
51,12,10,2,0.1,0.25,0.7066666666666667,0.4894613583138173,0.7066666666666667,0.4880952380952381,0.7155831265508685,0.4882133995037221,-0.02240178743525643
56,11,7,1,0.1,0.25,0.76,0.4861111111111111,0.76,0.480410447761194,0.7803076923076921,0.4807692307692307,-0.03298952042257424
54,13,5,3,0.1,0.25,0.76,0.5513771186440678,0.76,0.5904850746268657,0.7923809523809524,0.5535714285714286,0.13636513358805183
54,13,5,3,0.1,0.25,0.76,0.5513771186440678,0.76,0.5904850746268657,0.7923809523809524,0.5535714285714286,0.13636513358805183
51,14,8,2,0.1,0.25,0.7066666666666667,0.4947033898305085,0.7066666666666667,0.49230769230769234,0.7334160463192722,0.4882133995037221,-0.012766073029704133
52,11,9,3,0.1,0.25,0.7333333333333333,0.5333723653395784,0.7333333333333333,0.5376984126984127,0.741439205955335,0.5347394540942928,0.07093899354497869
59,8,2,6,0.1,0.25,0.8666666666666667,0.6978922716627635,0.8666666666666667,0.8152985074626866,0.8817234848484848,0.7336647727272727,0.4995803754899498
52,13,9,1,0.1,0.25,0.7066666666666667,0.461943793911007,0.7066666666666667,0.45,0.7264550264550264,0.45436507936507936,-0.08724242785364582
56,13,3,3,0.1,0.25,0.7866666666666666,0.5683262711864407,0.7866666666666666,0.6557971014492754,0.8268181818181817,0.5738636363636362,0.2063495578254007
54,14,4,3,0.1,0.25,0.76,0.5537525354969574,0.76,0.611344537815126,0.8004761904761905,0.5535714285714286,0.15472622558958618
