tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,recall_micro,recall_macro,f1_macro,f1_weighted,matthew
505,128,54,14,0.1,0.25,0.7403708987161198,0.5009952379752577,0.7403708987161198,0.5018353312889137,0.49032438478747203,0.7780561167012929,0.0027030289646286913
501,132,58,10,0.1,0.25,0.7289586305278174,0.4833329134016982,0.7289586305278174,0.469264008921104,0.46792106104186637,0.7683003416112396,-0.045267181268402006
499,128,60,14,0.1,0.25,0.7318116975748931,0.49562851167829874,0.7318116975748931,0.49252122936333464,0.485556804696771,0.7663381567825474,-0.011435621277196047
495,126,58,22,0.1,0.25,0.7375178316690443,0.5218830946679048,0.7375178316690443,0.5360507246376811,0.5181266624824412,0.7690582111715579,0.05617477797349784
513,130,44,14,0.1,0.25,0.7517831669044223,0.5091138041093158,0.7517831669044223,0.5196010082050732,0.49680693069306925,0.7957269671332323,0.026731236344481223
513,126,44,18,0.1,0.25,0.7574893009985735,0.5230026929982047,0.7574893009985735,0.546569741026806,0.5163084066629866,0.7974424996561859,0.06545928370660696
501,124,60,16,0.1,0.25,0.7375178316690443,0.5036669213139802,0.7375178316690443,0.5060631578947368,0.49650240459683964,0.7693219292620773,0.009430402518288913
509,136,48,8,0.1,0.25,0.7375178316690443,0.48468980650309196,0.7375178316690443,0.46600221483942417,0.4634608985024958,0.785655576416861,-0.04562949350035458
507,126,48,20,0.1,0.25,0.7517831669044223,0.5252499074416883,0.7517831669044223,0.5475327571787009,0.5202256206929105,0.7888704124988739,0.06928773972963587
503,128,48,22,0.1,0.25,0.7489300998573466,0.5297761645493043,0.7489300998573466,0.5557165496943627,0.5255499153976312,0.786082729289316,0.08146226492846448
499,124,58,20,0.1,0.25,0.7403708987161198,0.5173798124875324,0.7403708987161198,0.5286866691361074,0.5129714460222935,0.7717035999223673,0.04465731431590704
501,122,56,22,0.1,0.25,0.746077032810271,0.526119589068422,0.746077032810271,0.5431123183932173,0.5236753702855398,0.7767211032207769,0.06711411297835385
503,126,54,18,0.1,0.25,0.7432239657631954,0.5140260323159784,0.7432239657631954,0.5248410174880763,0.5074480044969084,0.7782257579511803,0.03733207275518167
498,143,57,3,0.1,0.25,0.7146932952924394,0.4589226212513884,0.7146932952924394,0.41345553822152886,0.4309510666623373,0.7639899249130229,-0.11924797080150255
504,121,55,21,0.1,0.25,0.7489300998573466,0.5247486709163748,0.7489300998573466,0.5413578947368421,0.5220059509050334,0.7799383686582838,0.06398602743212538
503,140,52,6,0.1,0.25,0.7261055634807418,0.4737010983586326,0.7261055634807418,0.4428594411969754,0.44927820877933816,0.775121272160266,-0.07753022470478244
497,124,60,20,0.1,0.25,0.7375178316690443,0.5155844803510872,0.7375178316690443,0.5251610305958132,0.5111872422992966,0.7678850386285072,0.03960412033784132
502,141,53,5,0.1,0.25,0.7232524964336662,0.46937553992348513,0.7232524964336662,0.43346114656513113,0.4435415234541229,0.7727787854119353,-0.09028214575547518
499,120,52,30,0.1,0.25,0.7546362339514978,0.5528130671506352,0.7546362339514978,0.5859962961503605,0.5558060713233127,0.7834644878080367,0.13478468998064883
498,113,63,27,0.1,0.25,0.7489300998573466,0.5402788388082506,0.7489300998573466,0.5575286415711947,0.5423059801157442,0.7708647197874532,0.09627433470460914
501,130,54,16,0.1,0.25,0.7375178316690443,0.5061458718992966,0.7375178316690443,0.5112746207833371,0.49650240459683964,0.775285197560771,0.01664840833804078
516,123,39,23,0.1,0.25,0.7689015691868759,0.5436319881525361,0.7689015691868759,0.5892397395123429,0.5427377270970236,0.8074365848776419,0.12479915475896383
500,125,57,19,0.1,0.25,0.7403708987161198,0.5148052563335328,0.7403708987161198,0.525,0.5093754806952777,0.7730272156088792,0.03847759911108386
510,127,45,19,0.1,0.25,0.7546362339514978,0.5245279526101444,0.7546362339514978,0.5487514717425432,0.518328539469479,0.7941010627651953,0.06915992448162137
505,134,54,8,0.1,0.25,0.7318116975748931,0.4798684774118774,0.7318116975748931,0.45966479882881517,0.4607515794297685,0.7754431049221967,-0.056991543705156064
509,128,48,16,0.1,0.25,0.7489300998573466,0.5124675842808697,0.7489300998573466,0.5245290423861853,0.5032212343770133,0.7888017210306258,0.03497530004324713
511,122,48,20,0.1,0.25,0.7574893009985735,0.5274887248355967,0.7574893009985735,0.5506923148406282,0.5239293704058805,0.7926897793363725,0.07465834431417474
511,140,46,4,0.1,0.25,0.7346647646219686,0.47259624975064835,0.7346647646219686,0.43247311827956986,0.4436318017341435,0.7886235388062992,-0.08603463957695594
499,136,54,12,0.1,0.25,0.7289586305278174,0.49171594741214997,0.7289586305278174,0.48382247673586254,0.4761084363888102,0.7715329958653914,-0.023153008742820638
492,133,65,11,0.1,0.25,0.717546362339515,0.4798461500099741,0.717546362339515,0.4659684210526316,0.466243654822335,0.7530735642338355,-0.05237813807416174
512,129,47,13,0.1,0.25,0.7489300998573466,0.5037352918944796,0.7489300998573466,0.507709308372335,0.49102310231023105,0.7913116104763115,0.010732477267663059
512,135,49,5,0.1,0.25,0.7375178316690443,0.47418512859689327,0.7375178316690443,0.44196863014482796,0.44961425547893763,0.786353546762435,-0.07740987921854388
500,127,59,15,0.1,0.25,0.7346647646219686,0.5000440928216886,0.7346647646219686,0.5000754342859606,0.49102960464680523,0.7688239210720945,0.00011534488319938376
499,128,56,18,0.1,0.25,0.7375178316690443,0.5111933851659879,0.7375178316690443,0.5195482563903616,0.5039840024611598,0.7724750784527608,0.0295845340068626
519,130,34,18,0.1,0.25,0.7660485021398002,0.5300694003225649,0.7660485021398002,0.5729228398719923,0.5217803660565724,0.8128543725270057,0.09365353308379211
501,124,58,18,0.1,0.25,0.7403708987161198,0.5115019274862053,0.7403708987161198,0.5192210526315789,0.5057106992313414,0.7724362675898161,0.02973746146374674
