tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_macro,f1_weighted,matthew
865,211,89,35,0.1,0.25,0.75,0.5244925090760342,0.8277172708834006,0.75,0.5430807051205181,0.75,0.5207029689788311,0.7837039009452802,0.06496628544610626
864,220,90,26,0.1,0.25,0.7416666666666667,0.5056757171345299,0.8283300097151916,0.7416666666666667,0.5105929507570938,0.7416666666666667,0.49576824858083157,0.7798131993052807,0.015507751883141276
852,214,102,32,0.1,0.25,0.7366666666666667,0.5115815309096488,0.8078800429513728,0.7366666666666667,0.5190277505530508,0.7366666666666667,0.5059927045336112,0.7681733541775231,0.029689761276995425
865,239,89,7,0.1,0.25,0.7266666666666667,0.4675819399703431,0.8364483305210411,0.7266666666666667,0.4282155797101449,0.7266666666666667,0.4407788177927813,0.7766470598264368,-0.09648029117183764
867,221,87,25,0.1,0.25,0.7433333333333333,0.5052155238533518,0.8334683233624789,0.7433333333333333,0.5100446428571429,0.7433333333333333,0.49441614366460745,0.7829472328768122,0.014475921306753192
874,216,80,30,0.1,0.25,0.7533333333333333,0.5190468885820934,0.8433416849891768,0.7533333333333333,0.5372810675562969,0.7533333333333333,0.5118626179115636,0.7922433064344716,0.05329496561463506
864,220,90,26,0.1,0.25,0.7416666666666667,0.5056757171345299,0.8283300097151916,0.7416666666666667,0.5105929507570938,0.7416666666666667,0.49576824858083157,0.7798131993052807,0.015507751883141276
869,217,85,29,0.1,0.25,0.7483333333333333,0.5143938231835148,0.8355650150841131,0.7483333333333333,0.527285063487448,0.7483333333333333,0.5065359477124183,0.7863300653594771,0.039635155071693726
874,234,80,12,0.1,0.25,0.7383333333333333,0.48246152272843484,0.8496447989637129,0.7383333333333333,0.45962172343431174,0.7383333333333333,0.4593632883567973,0.7881725293036195,-0.05322305837932639
852,206,102,40,0.1,0.25,0.7433333333333333,0.5278416935112747,0.8066416116991358,0.7433333333333333,0.543491573258074,0.7433333333333333,0.5265520280379579,0.7710984266223962,0.06959537493179982
863,217,91,29,0.1,0.25,0.7433333333333333,0.5112491690954645,0.8259395612824053,0.7433333333333333,0.5203703703703704,0.7433333333333333,0.5035220916549801,0.7795638086948112,0.03027538543659102
857,227,97,19,0.1,0.25,0.73,0.4877793117553817,0.8189511002028259,0.73,0.4771917546761675,0.73,0.4729964920651273,0.7698692792739062,-0.03339056486550239
863,215,91,31,0.1,0.25,0.745,0.515314209745871,0.8254549095805422,0.745,0.5273274734633049,0.745,0.5089438548442314,0.7801814447107156,0.04091447961012216
871,199,83,47,0.1,0.25,0.765,0.5520274070665235,0.8347876293228341,0.765,0.5877785765636233,0.765,0.5553359683794467,0.79451581027668,0.1351575633783863
869,213,85,33,0.1,0.25,0.7516666666666667,0.5225239044843278,0.8345205467777949,0.7516666666666667,0.5414016729847426,0.7516666666666667,0.5174766294609123,0.7875235144685047,0.061074620843676805
867,209,87,37,0.1,0.25,0.7533333333333333,0.5296057677557908,0.8304371836171192,0.7533333333333333,0.5520745892792901,0.7533333333333333,0.5270935960591133,0.7865878489326764,0.07852918428662949
854,230,100,16,0.1,0.25,0.725,0.4801094237357468,0.8149315675546692,0.725,0.4628769563557704,0.725,0.46323716784411106,0.7656075992604601,-0.054346986329206814
855,217,99,29,0.1,0.25,0.7366666666666667,0.5070562969780641,0.8132034565628675,0.7366666666666667,0.5120685634328358,0.7366666666666667,0.49955392728750836,0.7705399151494036,0.018456366671768802
856,216,98,30,0.1,0.25,0.7383333333333333,0.5096129263179424,0.8145734690051303,0.7383333333333333,0.5164412313432836,0.7383333333333333,0.5027213074945494,0.7719921941674452,0.025143456045598075
857,235,97,11,0.1,0.25,0.7233333333333334,0.47151914915375565,0.8214981847931687,0.7233333333333334,0.4433251933251933,0.7233333333333334,0.44993952648408636,0.7679294862236361,-0.08035288957205959
866,222,88,24,0.1,0.25,0.7416666666666667,0.5026588945134735,0.8321385352218301,0.7416666666666667,0.5051207983193277,0.7416666666666667,0.49113313161048155,0.7815377993240643,0.007379881450501627
873,229,81,17,0.1,0.25,0.7416666666666667,0.49210001533977604,0.8460052666564402,0.7416666666666667,0.48283269750731506,0.7416666666666667,0.474029499592797,0.7879403824691581,-0.023291322534337577
